TRADE | BUY=3 SELL=2 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=30847 SELL=30846 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=30849 SELL=30848 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=30853 SELL=30852 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=30855 SELL=30854 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=30857 SELL=30856 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=30859 SELL=30858 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=30863 SELL=30862 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=30865 SELL=30864 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=30867 SELL=30866 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=30869 SELL=30868 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=30873 SELL=30872 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=30875 SELL=30874 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=30877 SELL=30876 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=30879 SELL=30878 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=30883 SELL=30882 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=30885 SELL=30884 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=30887 SELL=30886 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=30889 SELL=30888 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=30893 SELL=30892 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=30895 SELL=30894 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=30897 SELL=30896 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=30899 SELL=30898 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=30903 SELL=30902 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=30905 SELL=30904 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=30907 SELL=30906 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=30909 SELL=30908 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=30913 SELL=30912 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=30915 SELL=30914 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=30917 SELL=30916 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=30919 SELL=30918 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=30923 SELL=30922 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=30925 SELL=30924 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=30927 SELL=30926 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=30929 SELL=30928 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=30933 SELL=30932 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=30935 SELL=30934 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=30937 SELL=30936 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=30939 SELL=30938 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=30943 SELL=30942 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=30945 SELL=30944 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=30947 SELL=30946 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=30949 SELL=30948 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=30953 SELL=30952 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=30955 SELL=30954 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=30957 SELL=30956 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=30959 SELL=30958 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=30963 SELL=30962 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=30965 SELL=30964 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=30967 SELL=30966 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=30969 SELL=30968 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=30973 SELL=30972 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=30975 SELL=30974 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=30977 SELL=30976 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=30979 SELL=30978 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=30983 SELL=30982 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=30985 SELL=30984 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=30987 SELL=30986 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=30989 SELL=30988 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=30993 SELL=30992 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=30995 SELL=30994 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=30997 SELL=30996 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=30999 SELL=30998 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31003 SELL=31002 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31005 SELL=31004 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31007 SELL=31006 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31009 SELL=31008 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31013 SELL=31012 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31015 SELL=31014 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31017 SELL=31016 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31019 SELL=31018 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31023 SELL=31022 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31025 SELL=31024 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31027 SELL=31026 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31029 SELL=31028 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31033 SELL=31032 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31035 SELL=31034 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31037 SELL=31036 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31039 SELL=31038 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31043 SELL=31042 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31045 SELL=31044 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31047 SELL=31046 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31049 SELL=31048 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31053 SELL=31052 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31055 SELL=31054 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31057 SELL=31056 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31059 SELL=31058 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31063 SELL=31062 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31065 SELL=31064 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31067 SELL=31066 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31069 SELL=31068 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31073 SELL=31072 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31075 SELL=31074 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31077 SELL=31076 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31079 SELL=31078 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31083 SELL=31082 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31085 SELL=31084 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31087 SELL=31086 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31089 SELL=31088 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31093 SELL=31092 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31095 SELL=31094 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31097 SELL=31096 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31099 SELL=31098 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31103 SELL=31102 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31105 SELL=31104 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31107 SELL=31106 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31109 SELL=31108 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31113 SELL=31112 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31115 SELL=31114 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31117 SELL=31116 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31119 SELL=31118 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31123 SELL=31122 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31125 SELL=31124 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31127 SELL=31126 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31129 SELL=31128 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31133 SELL=31132 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31135 SELL=31134 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31137 SELL=31136 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31139 SELL=31138 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31143 SELL=31142 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31145 SELL=31144 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31147 SELL=31146 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31149 SELL=31148 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31153 SELL=31152 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31155 SELL=31154 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31157 SELL=31156 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31159 SELL=31158 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31163 SELL=31162 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31165 SELL=31164 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31167 SELL=31166 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31169 SELL=31168 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31173 SELL=31172 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31175 SELL=31174 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31177 SELL=31176 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31179 SELL=31178 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31183 SELL=31182 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31185 SELL=31184 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31187 SELL=31186 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31189 SELL=31188 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31193 SELL=31192 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31195 SELL=31194 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31197 SELL=31196 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31199 SELL=31198 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31203 SELL=31202 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31205 SELL=31204 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31207 SELL=31206 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31209 SELL=31208 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31213 SELL=31212 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31215 SELL=31214 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31217 SELL=31216 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31219 SELL=31218 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31223 SELL=31222 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31225 SELL=31224 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31227 SELL=31226 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31229 SELL=31228 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31233 SELL=31232 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31235 SELL=31234 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31237 SELL=31236 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31239 SELL=31238 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31243 SELL=31242 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31245 SELL=31244 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31247 SELL=31246 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31249 SELL=31248 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31253 SELL=31252 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31255 SELL=31254 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31257 SELL=31256 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31259 SELL=31258 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31263 SELL=31262 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31265 SELL=31264 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31267 SELL=31266 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31269 SELL=31268 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31273 SELL=31272 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31275 SELL=31274 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31277 SELL=31276 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31279 SELL=31278 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31283 SELL=31282 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31285 SELL=31284 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31287 SELL=31286 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31289 SELL=31288 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31293 SELL=31292 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31295 SELL=31294 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31297 SELL=31296 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31299 SELL=31298 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31303 SELL=31302 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31305 SELL=31304 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31307 SELL=31306 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31309 SELL=31308 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31313 SELL=31312 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31315 SELL=31314 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31317 SELL=31316 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31319 SELL=31318 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31323 SELL=31322 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31325 SELL=31324 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31327 SELL=31326 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31329 SELL=31328 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31333 SELL=31332 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31335 SELL=31334 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31337 SELL=31336 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31339 SELL=31338 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31343 SELL=31342 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31345 SELL=31344 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31347 SELL=31346 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31349 SELL=31348 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31353 SELL=31352 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31355 SELL=31354 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31357 SELL=31356 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31359 SELL=31358 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31363 SELL=31362 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31365 SELL=31364 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31367 SELL=31366 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31369 SELL=31368 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31373 SELL=31372 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31375 SELL=31374 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31377 SELL=31376 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31379 SELL=31378 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31383 SELL=31382 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31385 SELL=31384 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31387 SELL=31386 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31389 SELL=31388 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31393 SELL=31392 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31395 SELL=31394 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31397 SELL=31396 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31399 SELL=31398 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31403 SELL=31402 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31405 SELL=31404 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31407 SELL=31406 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31409 SELL=31408 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31413 SELL=31412 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31415 SELL=31414 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31417 SELL=31416 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31419 SELL=31418 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31423 SELL=31422 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31425 SELL=31424 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31427 SELL=31426 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31429 SELL=31428 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31433 SELL=31432 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31435 SELL=31434 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31437 SELL=31436 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31439 SELL=31438 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31443 SELL=31442 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31445 SELL=31444 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31447 SELL=31446 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31449 SELL=31448 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31453 SELL=31452 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31455 SELL=31454 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31457 SELL=31456 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31459 SELL=31458 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31463 SELL=31462 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31465 SELL=31464 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31467 SELL=31466 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31469 SELL=31468 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31473 SELL=31472 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31475 SELL=31474 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31477 SELL=31476 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31479 SELL=31478 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31483 SELL=31482 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31485 SELL=31484 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31487 SELL=31486 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31489 SELL=31488 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31493 SELL=31492 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31495 SELL=31494 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31497 SELL=31496 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31499 SELL=31498 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31503 SELL=31502 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31505 SELL=31504 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31507 SELL=31506 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31509 SELL=31508 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31513 SELL=31512 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31515 SELL=31514 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31517 SELL=31516 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31519 SELL=31518 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31523 SELL=31522 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31525 SELL=31524 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31527 SELL=31526 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31529 SELL=31528 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31533 SELL=31532 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31535 SELL=31534 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31537 SELL=31536 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31539 SELL=31538 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31543 SELL=31542 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31545 SELL=31544 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31547 SELL=31546 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31549 SELL=31548 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31553 SELL=31552 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31555 SELL=31554 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31557 SELL=31556 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31559 SELL=31558 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31563 SELL=31562 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31565 SELL=31564 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31567 SELL=31566 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31569 SELL=31568 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31573 SELL=31572 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31575 SELL=31574 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31577 SELL=31576 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31579 SELL=31578 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31583 SELL=31582 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31585 SELL=31584 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31587 SELL=31586 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31589 SELL=31588 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31593 SELL=31592 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31595 SELL=31594 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31597 SELL=31596 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31599 SELL=31598 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31603 SELL=31602 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31605 SELL=31604 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31607 SELL=31606 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31609 SELL=31608 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31613 SELL=31612 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31615 SELL=31614 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31617 SELL=31616 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31619 SELL=31618 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31623 SELL=31622 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31625 SELL=31624 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31627 SELL=31626 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31629 SELL=31628 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31633 SELL=31632 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31635 SELL=31634 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31637 SELL=31636 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31639 SELL=31638 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31643 SELL=31642 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31645 SELL=31644 SYMBOL=AAPL PRICE=103 QTY=10
TRADE | BUY=31647 SELL=31646 SYMBOL=AAPL PRICE=105 QTY=10
TRADE | BUY=31649 SELL=31648 SYMBOL=AAPL PRICE=107 QTY=10
TRADE | BUY=31653 SELL=31652 SYMBOL=AAPL PRICE=101 QTY=10
TRADE | BUY=31655 SELL=31654 SYMBOL=AAPL PRICE=103 QTY=10
